OFFICE,STATE,OH,NAME,PARTY,ELECYR,ELECTP,QUESTION,POSPCT,NEGPCT,RATINGSC,POLLSTER,DAYIN,MONTHIN,YEARIN,DATEIN,DAYOUT,MONTHOUT,YEAROUT,DATEOUT,SAMPLE,TYPE,SOURCE,SOURCED,,,,,,
2,25,12,Blunt,2,2004,1,1,36,59,3,9023,9,12,2005,12/9/2005,11,12,2005,12/11/2005,600,3,32,,,,,,,
2,25,12,Blunt,2,2004,1,1,35,61,3,9023,13,1,2006,1/13/2006,15,1,2006,1/15/2006,600,3,32,,,,,,,
2,25,12,Blunt,2,2004,1,1,40,55,10,9011,16,1,2006,1/16/2006,18,1,2006,1/18/2006,800,1,16,,,,,,,
2,25,12,Blunt,2,2004,1,1,33,63,3,9023,10,2,2006,2/10/2006,12,2,2006,2/12/2006,600,3,32,,,,,,,
2,25,12,Blunt,2,2004,1,1,37,56,3,9023,10,3,2006,3/10/2006,12,3,2006,3/12/2006,600,3,32,,,,,,,
2,25,12,Blunt,2,2004,1,1,37,59,3,9023,7,4,2006,4/7/2006,9,4,2006,4/9/2006,600,3,32,,,,,,,
2,25,12,Blunt,2,2004,1,1,35,60,3,9023,12,5,2006,5/12/2006,14,5,2006,5/14/2006,600,3,32,,,,,,,
2,25,12,Blunt,2,2004,1,1,42,53,3,9023,9,6,2006,6/9/2006,11,6,2006,6/11/2006,600,3,32,,,,,,,
2,25,12,Blunt,2,2004,1,1,41,55,3,9011,19,6,2006,6/19/2006,22,6,2006,6/22/2006,800,1,16,,,,,,,
2,25,12,Blunt,2,2004,1,1,38,58,3,9023,14,7,2006,7/14/2006,16,7,2006,7/16/2006,600,3,32,,,,,,,
2,25,12,Blunt,2,2004,1,1,40,54,3,9023,11,8,2006,8/11/2006,13,8,2006,8/13/2006,600,3,32,,,,,,,
2,25,12,Blunt,2,2004,1,1,39,54,3,9023,14,9,2006,9/14/2006,17,9,2006,9/17/2006,600,3,32,,,,,,,
2,25,12,Blunt,2,2004,1,1,36,60,3,9023,12,10,2006,10/12/2006,15,10,2006,10/15/2006,600,3,32,,,,,,,
2,25,12,Blunt,2,2004,1,1,38,57,3,9023,8,11,2006,11/8/2006,11,11,2006,11/11/2006,600,3,32,,,,,,,
2,25,12,Blunt,2,2004,1,1,35,60,3,9023,8,12,2006,12/8/2006,10,12,2006,12/10/2006,600,3,32,,,,,,,
2,25,12,Blunt,2,2004,1,1,37,57,3,9023,12,1,2007,1/12/2007,14,1,2007,1/14/2007,600,3,32,,,,,,,
2,25,12,Blunt,2,2004,1,1,41,54,3,9023,9,2,2007,2/9/2007,11,2,2007,2/11/2007,600,3,32,,,,,,,
2,25,12,Blunt,2,2004,1,1,40,55,3,9023,9,3,2007,3/9/2007,11,3,2007,3/11/2007,600,3,32,,,,,,,
2,25,12,Blunt,2,2004,1,1,40,53,3,9023,13,4,2007,4/13/2007,15,4,2007,4/15/2007,600,3,32,,,,,,,
2,25,12,Blunt,2,2004,1,1,45,51,3,9023,11,5,2007,5/11/2007,13,5,2007,5/13/2007,600,3,32,,,,,,,
2,25,12,Blunt,2,2004,1,1,42,54,3,9023,8,6,2007,6/8/2007,10,6,2007,6/10/2007,600,3,32,,,,,,,
2,25,12,Blunt,2,2004,1,1,48,46,3,9023,13,7,2007,7/13/2007,15,7,2007,7/15/2007,600,3,32,,,,,,,
2,25,12,Blunt,2,2004,1,1,42,53,3,9023,10,8,2007,8/10/2007,14,8,2007,8/14/2007,600,3,32,,,,,,,
2,25,12,Blunt,2,2004,1,1,47,48,3,9023,14,9,2007,9/14/2007,16,9,2007,9/16/2007,600,3,32,,,,,,,
2,25,12,Blunt,2,2004,1,1,42,52,3,9023,12,10,2007,10/12/2007,14,10,2007,10/14/2007,600,3,32,,,,,,,
2,25,12,Blunt,2,2004,1,1,40,58,10,9011,12,11,2007,11/12/2007,15,11,2007,11/15/2007,800,1,16,,,,,,,
2,25,12,Blunt,2,2004,1,1,44,50,3,9023,9,11,2007,11/9/2007,11,11,2007,11/11/2007,600,3,32,,,,,,,
2,25,12,Blunt,2,2004,1,1,46,48,3,9023,13,12,2007,12/13/2007,15,12,2007,12/15/2007,600,3,32,,,,,,,
2,25,12,Blunt,2,2004,1,1,41,54,3,9023,11,1,2008,1/11/2008,13,1,2008,1/13/2008,600,3,32,,,,,,,
2,25,12,Blunt,2,2004,1,1,41,58,10,9011,21,1,2008,1/21/2008,24,1,2008,1/24/2008,800,1,16,,,,,,,
2,25,12,Blunt,2,2004,1,1,42,54,3,9023,15,2,2008,2/15/2008,17,2,2008,2/17/2008,600,3,32,,,,,,,
2,25,12,Blunt,2,2004,1,1,43,50,3,9023,14,3,2008,3/14/2008,16,3,2008,3/16/2008,600,3,32,,,,,,,
2,25,12,Blunt,2,2004,1,1,42,56,3,9023,11,4,2008,4/11/2008,13,4,2008,4/13/2008,600,3,32,,,,,,,
2,25,12,Blunt,2,2004,1,1,41,55,3,9023,16,5,2008,5/16/2008,18,5,2008,5/18/2008,600,3,32,,,,,,,
2,25,12,Blunt,2,2004,1,1,42,54,5,9011,7,7,2008,7/7/2008,10,7,2008,7/10/2008,800,1,16,,,,,,,
2,25,12,Blunt,2,2004,1,1,40,54,3,9023,15,8,2008,8/15/2008,17,8,2008,8/17/2008,600,3,32,,,,,,,
2,25,12,Blunt,2,2004,1,1,42,53,3,9023,19,9,2008,9/19/2008,21,9,2008,9/21/2008,600,3,32,,,,,,,
2,25,12,Blunt,2,2004,1,1,37,58,3,9023,17,10,2008,10/17/2008,19,10,2008,10/19/2008,600,3,32,,,,,,,
2,25,12,Blunt,2,2004,1,1,42,53,3,9023,21,11,2008,11/21/2008,24,11,2008,11/24/2008,600,3,32,,,,,,,
2,25,12,Blunt,2,2004,1,1,36,55,3,9023,19,12,2008,12/19/2008,21,12,2008,12/21/2008,600,3,32,,,,,,,
2,25,13,Nixon,1,2008,1,1,63,22,3,9023,20,1,2009,1/20/2009,22,1,2009,1/22/2009,600,3,32,,,,,,,
2,25,13,Nixon,1,2008,1,1,55,35,3,9023,20,2,2009,2/20/2009,22,2,2009,2/22/2009,600,3,32,,,,,,,
2,25,13,Nixon,1,2008,1,1,60,30,3,9023,20,3,2009,3/20/2009,22,3,2009,3/22/2009,600,3,32,,,,,,,
2,25,13,Nixon,1,2008,1,1,56,32,3,9023,24,4,2009,4/24/2009,26,4,2009,4/26/2009,600,3,32,,,,,,,
2,25,13,Nixon,1,2008,1,1,59,29,3,9023,28,5,2009,5/28/2009,29,5,2009,5/29/2009,600,3,32,,,,,,,
2,25,13,Nixon,1,2008,1,1,55,36,3,9023,12,6,2009,6/12/2009,14,6,2009,6/14/2009,600,3,32,,,,,,,
2,25,13,Nixon,1,2008,1,1,60,31,3,9023,17,7,2009,7/17/2009,18,7,2009,7/18/2009,600,3,32,,,,,,,
2,25,13,Nixon,1,2008,1,1,50,41,3,9023,26,8,2009,8/26/2009,28,8,2009,8/28/2009,600,3,32,,,,,,,
2,25,13,Nixon,1,2008,1,1,51,38,3,9023,27,9,2009,9/27/2009,28,9,2009,9/28/2009,600,3,32,,,,,,,
2,25,13,Nixon,1,2008,1,1,44,46,3,9023,20,11,2009,11/20/2009,23,11,2009,11/23/2009,600,3,32,,,,,,,
2,26,8,Schwinden,1,1984,2,1,72,22,3,2601,27,5,1986,5/27/1986,9,6,1986,6/9/1986,404,3,,,,,,,,
2,26,8,Schwinden,1,1984,2,1,59,22,3,2601,9,12,1986,12/9/1986,22,12,1986,12/22/1986,402,3,,,,,,,,
2,26,8,Schwinden,1,1984,2,1,47,37,3,2601,,6,1987,6//1987,,6,1987,6//1987,400,3,,,,,,,,
2,26,9,Stephens,2,1988,1,1,30,43,3,2601,,5,1989,5//1989,,5,1989,5//1989,,,,,,,,,,
2,26,9,Stephens,2,1988,1,1,38,40,3,2601,7,12,1989,12/7/1989,17,12,1989,12/17/1989,401,3,,,,,,,,
2,26,9,Stephens,2,1988,1,1,44,39,3,2601,17,5,1990,5/17/1990,22,5,1990,5/22/1990,586,3,,,,,,,,
2,26,9,Stephens,2,1988,1,1,43,41,3,2601,13,12,1990,12/13/1990,17,12,1990,12/17/1990,400,3,,,,,,,,
2,26,9,Stephens,2,1988,1,1,45,39,3,2601,13,6,1991,6/13/1991,17,6,1991,6/17/1991,401,3,,,,,,,,
2,26,9,Stephens,2,1988,1,1,39,66,2,2602,22,11,1991,11/22/1991,25,11,1991,11/25/1991,411,3,,,,,,,,
2,26,9,Stephens,2,1988,1,1,34,56,3,2601,12,12,1991,12/12/1991,17,12,1991,12/17/1991,401,3,,,,,,,,
2,26,9,Stephens,2,1988,1,1,35,60,10,9001,7,4,1992,4/7/1992,9,4,1992,4/9/1992,824,1,,,,,,,,
2,26,9,Stephens,2,1988,1,1,34,50,3,2601,13,5,1992,5/13/1992,21,5,1992,5/21/1992,400,3,,,,,,,,
2,26,10,Racicot,2,1992,1,1,54,14,3,2601,1,2,1993,2/1/1993,9,2,1993,2/9/1993,403,3,,,,,,,,
2,26,10,Racicot,2,1992,1,1,71,29,2,2602,1,12,1993,12/1/1993,5,12,1993,12/5/1993,396,3,,,,,,,,
2,26,10,Racicot,2,1992,1,1,56,42,1,9001,24,5,1994,5/24/1994,26,5,1994,5/26/1994,814,1,,,,,,,,
2,26,10,Racicot,2,1992,1,1,69,31,1,9001,22,9,1994,9/22/1994,26,9,1994,9/26/1994,807,1,,,,,,,,
2,26,10,Racicot,2,1992,1,1,72,13,3,2601,12,12,1994,12/12/1994,15,12,1994,12/15/1994,817,3,,,,,,,,
2,26,10,Racicot,2,1992,1,1,79,21,1,9001,20,12,1994,12/20/1994,20,12,1994,12/20/1994,829,2,,,,,,,,
2,26,10,Racicot,2,1992,1,1,73,25,1,9001,25,4,1995,4/25/1995,27,4,1995,4/27/1995,836,1,,,,,,,,
2,26,10,Racicot,2,1992,1,1,77,6,3,2601,22,6,1995,6/22/1995,27,6,1995,6/27/1995,402,3,,,,,,,,
2,26,10,Racicot,2,1992,1,1,80,10,3,2601,7,12,1995,12/7/1995,11,12,1995,12/11/1995,410,3,,,,,,,,
2,26,10,Racicot,2,1992,1,1,74,24,1,9001,15,12,1995,12/15/1995,17,12,1995,12/17/1995,817,2,,,,,,,,
2,26,10,Racicot,2,1992,1,1,79,21,1,9001,18,5,1996,5/18/1996,20,5,1996,5/20/1996,811,2,,,,,,,,
2,26,10,Racicot,2,1992,1,1,80,20,1,9001,20,9,1996,9/20/1996,23,9,1996,9/23/1996,807,1,,,,,,,,
2,26,10,Racicot,2,1996,2,1,79,21,1,9001,,5,1997,5//1997,,5,1997,5//1997,803,1,,,,,,,,
2,26,10,Racicot,2,1996,2,1,75,25,1,9001,16,12,1997,12/16/1997,18,12,1997,12/18/1997,810,2,,,,,,,,
2,26,10,Racicot,2,1996,2,1,76,23,1,9001,21,9,1998,9/21/1998,23,9,1998,9/23/1998,806,1,,,,,,,,
2,26,10,Racicot,2,1996,2,1,87,,5,2603,1,10,1998,10/1/1998,1,10,1998,10/1/1998,,,1,12/03/99,,,,,,
2,26,10,Racicot,2,1996,2,1,81,,,2601,19,11,1998,11/19/1998,22,11,1998,11/22/1998,413,3,8,12/01/99,,,,,,
2,26,10,Racicot,2,1996,2,1,81,10,5,2603,19,11,1999,11/19/1999,22,11,1999,11/22/1999,413,3,1,12/03/99,,,,,,
2,26,10,Racicot,2,1996,2,1,76,24,1,9001,13,12,1999,12/13/1999,15,12,1999,12/15/1999,635,2,1,,,,,,,
2,26,10,Racicot,2,1996,2,1,74,25,1,9001,13,12,2000,12/13/2000,16,12,2000,12/16/2000,625,2,,12-Jan-2001,,,,,,
2,26,10,Racicot,2,1996,2,1,81,10,3,2601,19,1,1999,1/19/1999,24,1,1999,1/24/1999,413,3,18,,,,,,,
2,26,11,Martz,2,2000,1,1,37,38,3,2603,1,11,2001,11/1/2001,4,11,2001,11/4/2001,413,3,,,,,,,,
2,26,11,Martz,2,2000,1,1,44,,10,9001,14,12,2001,12/14/2001,17,12,2001,12/17/2001,625,1,,24-Dec-2001,,,,,,
2,26,11,Martz,2,2000,1,1,20,69,3,2601,10,10,2002,10/10/2002,14,10,2002,10/14/2002,415,1,18,,,,,,,
2,26,11,Martz,2,2000,1,1,25,73,10,9001,17,12,2002,12/17/2002,19,12,2002,12/19/2002,625,1,12,,,,,,,
2,26,11,Martz,2,2000,1,1,20,79,21,9001,16,5,2003,5/16/2003,19,5,2003,5/19/2003,625,2,16,,,,,,,
2,26,11,Martz,2,2000,1,1,26,72,1,9001,13,12,2004,12/13/2004,14,12,2004,12/14/2004,625,2,16,,,,,,,
2,26,12,Schweitzer,1,2004,1,1,57,33,10,9001,23,5,2005,5/23/2005,25,5,2005,5/25/2005,625,3,16,,,,,,,
2,26,12,Schweitzer,1,2004,1,1,58,27,3,9023,6,5,2005,5/6/2005,8,5,2005,5/8/2005,600,3,32,,,,,,,
2,26,12,Schweitzer,1,2004,1,1,62,29,3,9023,10,6,2005,6/10/2005,12,6,2005,6/12/2005,600,3,32,,,,,,,
2,26,12,Schweitzer,1,2004,1,1,58,31,3,9023,8,7,2005,7/8/2005,9,7,2005,7/9/2005,600,3,32,,,,,,,
2,26,12,Schweitzer,1,2004,1,1,64,26,3,9023,12,8,2005,8/12/2005,14,8,2005,8/14/2005,600,3,32,,,,,,,
2,26,12,Schweitzer,1,2004,1,1,66,27,3,9023,16,9,2005,9/16/2005,18,9,2005,9/18/2005,600,3,32,,,,,,,
2,26,12,Schweitzer,1,2004,1,1,65,30,3,9023,14,10,2005,10/14/2005,16,10,2005,10/16/2005,600,3,32,,,,,,,
2,26,12,Schweitzer,1,2004,1,1,69,14,3,2603,1,11,2005,11/1/2005,5,11,2005,11/5/2005,401,3,16,,,,,,,
2,26,12,Schweitzer,1,2004,1,1,68,27,3,9023,11,11,2005,11/11/2005,13,11,2005,11/13/2005,600,3,32,,,,,,,
2,26,12,Schweitzer,1,2004,1,1,65,26,3,9023,9,12,2005,12/9/2005,11,12,2005,12/11/2005,600,3,32,,,,,,,
2,26,12,Schweitzer,1,2004,1,1,64,32,10,9001,13,12,2005,12/13/2005,15,12,2005,12/15/2005,625,1,16,,,,,,,
2,26,12,Schweitzer,1,2004,1,1,68,25,3,9023,13,1,2006,1/13/2006,15,1,2006,1/15/2006,600,3,32,,,,,,,
2,26,12,Schweitzer,1,2004,1,1,64,27,3,9023,10,2,2006,2/10/2006,12,2,2006,2/12/2006,600,3,32,,,,,,,
2,26,12,Schweitzer,1,2004,1,1,66,24,3,9023,10,3,2006,3/10/2006,12,3,2006,3/12/2006,600,3,32,,,,,,,
2,26,12,Schweitzer,1,2004,1,1,74,18,3,9023,7,4,2006,4/7/2006,9,4,2006,4/9/2006,600,3,32,,,,,,,
2,26,12,Schweitzer,1,2004,1,1,68,27,3,9023,12,5,2006,5/12/2006,14,5,2006,5/14/2006,600,3,32,,,,,,,
2,26,12,Schweitzer,1,2004,1,1,69,28,10,9001,22,5,2006,5/22/2006,24,5,2006,5/24/2006,625,13,16,,,,,,,
2,26,12,Schweitzer,1,2004,1,1,73,20,3,9023,9,6,2006,6/9/2006,11,6,2006,6/11/2006,600,3,32,,,,,,,
2,26,12,Schweitzer,1,2004,1,1,69,23,3,9023,14,7,2006,7/14/2006,16,7,2006,7/16/2006,600,3,32,,,,,,,
2,26,12,Schweitzer,1,2004,1,1,76,18,3,9023,11,8,2006,8/11/2006,13,8,2006,8/13/2006,600,3,32,,,,,,,
2,26,12,Schweitzer,1,2004,1,1,69,24,3,9023,14,9,2006,9/14/2006,17,9,2006,9/17/2006,600,3,32,,,,,,,
2,26,12,Schweitzer,1,2004,1,1,77,12,3,2603,10,10,2006,10/10/2006,15,10,2006,10/15/2006,409,1,16,,,,,,,
2,26,12,Schweitzer,1,2004,1,1,70,23,3,9023,12,10,2006,10/12/2006,15,10,2006,10/15/2006,600,3,32,,,,,,,
2,26,12,Schweitzer,1,2004,1,1,70,24,3,9023,8,11,2006,11/8/2006,11,11,2006,11/11/2006,600,3,32,,,,,,,
2,26,12,Schweitzer,1,2004,1,1,65,32,3,9001,13,12,2006,12/13/2006,15,12,2006,12/15/2006,625,13,16,,,,,,,
2,26,12,Schweitzer,1,2004,1,1,46,32,10,9001,25,6,2007,6/25/2007,27,6,2007,6/27/2007,625,13,16,,,,,,,
2,26,12,Schweitzer,1,2004,1,1,63,18,3,2603,8,11,2007,11/8/2007,11,11,2007,11/11/2007,412,3,16,,,,,,,
2,26,12,Schweitzer,1,2004,1,1,54,22,5,9001,17,12,2007,12/17/2007,19,12,2007,12/19/2007,625,13,16,,,,,,,
2,26,12,Schweitzer,1,2004,1,1,52,22,5,9001,19,5,2008,5/19/2008,21,5,2008,5/21/2008,625,13,16,,,,,,,
2,26,12,Schweitzer,1,2004,1,1,57,,10,9001,19,5,2008,5/19/2008,21,5,2008,5/21/2008,625,1,16,,,,,,,
2,27,7,Morrison,1,1961,1,1,76,22,10,9007,1,9,1964,9/1/1964,1,9,1964,9/1/1964,350,2,,,,,,,,
2,27,10,Thone,2,1978,1,1,45,,,,,,,//,,,,//,,,,,,,,,,
2,27,10,Thone,2,1978,1,1,45,,,,,,,//,,,,//,,,,,,,,,,
2,27,11,Kerrey,1,1982,1,1,79,15,3,2701,4,5,1986,5/4/1986,8,5,1986,5/8/1986,450,2,,,,,,,,
2,27,11,Kerrey,1,1982,1,1,77,,3,2701,13,6,1986,6/13/1986,18,6,1986,6/18/1986,,,,,,,,,,
2,27,12,Orr,2,1986,1,1,55,31,3,2701,6,6,1987,6/6/1987,10,6,1987,6/10/1987,450,2,,,,,,,,
2,27,12,Orr,2,1986,1,1,50,37,3,2701,27,4,1988,4/27/1988,1,5,1988,5/1/1988,448,2,,,,,,,,
2,27,12,Orr,2,1986,1,1,54,33,3,2701,22,5,1988,5/22/1988,25,5,1988,5/25/1988,504,1,,,,,,,,
2,27,12,Orr,2,1986,1,1,44,45,3,2702,,2,1989,2//1989,,2,1989,2//1989,,,,,,,,,,
2,27,12,Orr,2,1986,1,1,46,43,3,2702,29,3,1989,3/29/1989,30,3,1989,3/30/1989,605,2,,,,,,,,
2,27,12,Orr,2,1986,1,1,43,49,3,2702,15,8,1989,8/15/1989,17,8,1989,8/17/1989,621,2,,,,,,,,
2,27,12,Orr,2,1986,1,1,47,46,3,2702,13,12,1989,12/13/1989,15,12,1989,12/15/1989,615,2,,,,,,,,
2,27,12,Orr,2,1986,1,1,47,48,3,2701,15,1,1990,1/15/1990,17,1,1990,1/17/1990,345,2,,,,,,,,
2,27,12,Orr,2,1986,1,1,52,42,3,7005,,4,1990,4//1990,,4,1990,4//1990,,2,,,,,,,,
2,27,12,Orr,2,1986,1,1,39,51,3,2702,18,4,1990,4/18/1990,20,4,1990,4/20/1990,900,3,,,,,,,,
2,27,12,Orr,2,1986,1,1,47,47,3,2701,8,5,1990,5/8/1990,10,5,1990,5/10/1990,450,2,,,,,,,,
2,27,13,Nelson,1,1990,1,1,59,21,3,2702,27,8,1991,8/27/1991,29,8,1991,8/29/1991,614,3,,,,,,,,
2,27,13,Nelson,1,1990,1,1,50,47,10,9001,5,5,1992,5/5/1992,6,5,1992,5/6/1992,803,1,,,,,,,,
2,27,13,Nelson,1,1990,1,1,55,40,1,9001,31,12,1992,12/31/1992,31,12,1992,12/31/1992,800,2,,,,,,,,
2,27,13,Nelson,1,1990,1,1,58,42,1,9001,1,5,1994,5/1/1994,3,5,1994,5/3/1994,804,2,,,,,,,,
2,27,13,Nelson,1,1990,1,1,69,19,3,2702,5,6,1994,6/5/1994,7,6,1994,6/7/1994,940,2,,,,,,,,
2,27,13,Nelson,1,1994,2,1,79,20,6,8010,,2,1995,2//1995,,2,1995,2//1995,600,2,4,03/31/95,,,,,,
2,27,13,Nelson,1,1994,2,1,72,28,1,9001,19,5,1995,5/19/1995,21,5,1995,5/21/1995,814,1,,,,,,,,
2,27,13,Nelson,1,1994,2,1,65,35,1,9001,4,4,1996,4/4/1996,9,4,1996,4/9/1996,822,1,,,,,,,,
2,27,13,Nelson,1,1994,2,1,60,39,1,9001,22,9,1996,9/22/1996,24,9,1996,9/24/1996,804,1,,,,,,,,
2,27,13,Nelson,1,1994,2,1,65,35,1,9001,14,10,1996,10/14/1996,16,10,1996,10/16/1996,807,1,,,,,,,,
2,27,13,Nelson,1,1994,2,1,76,8,3,2702,14,9,1998,9/14/1998,17,9,1998,9/17/1998,,7,8,09/25/98,,,,,,
2,27,13,Nelson,1,1994,2,1,80,6,3,2702,14,9,1998,9/14/1998,17,9,1998,9/17/1998,1014,4,8,09/25/98,,,,,,
2,27,13,Nelson,1,1994,2,1,88,3,3,2702,14,9,1998,9/14/1998,17,9,1998,9/17/1998,,6,8,09/25/98,,,,,,
2,27,13,Nelson,1,1994,2,4,79,18,2,8017,1,2,2000,2/1/2000,7,2,2000,2/7/2000,806,1,1,02/24/00,,,,,,
2,27,14,Johanns,2,1998,1,1,80,9,3,2702,20,3,2000,3/20/2000,23,3,2000,3/23/2000,1402,3,8,04/05/00,,,,,,
2,27,15,Heineman,2,2002,4,1,54,20,3,9023,6,5,2005,5/6/2005,8,5,2005,5/8/2005,600,3,32,,,,,,,
2,27,15,Heineman,2,2002,4,1,60,21,3,9023,10,6,2005,6/10/2005,12,6,2005,6/12/2005,600,3,32,,,,,,,
2,27,15,Heineman,2,2002,4,1,57,24,3,9023,8,7,2005,7/8/2005,9,7,2005,7/9/2005,600,3,32,,,,,,,
2,27,15,Heineman,2,2002,4,1,61,24,3,9023,12,8,2005,8/12/2005,14,8,2005,8/14/2005,600,3,32,,,,,,,
2,27,15,Heineman,2,2002,4,1,63,26,3,9023,16,9,2005,9/16/2005,18,9,2005,9/18/2005,600,3,32,,,,,,,
2,27,15,Heineman,2,2002,4,1,63,24,3,9023,14,10,2005,10/14/2005,16,10,2005,10/16/2005,600,3,32,,,,,,,
2,27,15,Heineman,2,2002,4,1,59,30,3,9023,11,11,2005,11/11/2005,13,11,2005,11/13/2005,600,3,32,,,,,,,
2,27,15,Heineman,2,2002,4,1,63,24,3,9023,9,12,2005,12/9/2005,11,12,2005,12/11/2005,600,3,32,,,,,,,
2,27,15,Heineman,2,2002,4,1,63,26,3,9023,13,1,2006,1/13/2006,15,1,2006,1/15/2006,600,3,32,,,,,,,
2,27,15,Heineman,2,2002,4,1,64,23,3,9023,10,2,2006,2/10/2006,12,2,2006,2/12/2006,600,3,32,,,,,,,
2,27,15,Heineman,2,2002,4,1,68,23,3,9023,10,3,2006,3/10/2006,12,3,2006,3/12/2006,600,3,32,,,,,,,
2,27,15,Heineman,2,2002,4,1,66,25,3,9023,7,4,2006,4/7/2006,9,4,2006,4/9/2006,600,3,32,,,,,,,
2,27,15,Heineman,2,2002,4,1,70,26,3,9023,12,5,2006,5/12/2006,14,5,2006,5/14/2006,600,3,32,,,,,,,
2,27,15,Heineman,2,2002,4,1,76,19,3,9023,9,6,2006,6/9/2006,11,6,2006,6/11/2006,600,3,32,,,,,,,
2,27,15,Heineman,2,2002,4,1,68,27,3,9023,14,7,2006,7/14/2006,16,7,2006,7/16/2006,600,3,32,,,,,,,
2,27,15,Heineman,2,2002,4,1,65,30,3,9023,11,8,2006,8/11/2006,13,8,2006,8/13/2006,600,3,32,,,,,,,
2,27,15,Heineman,2,2002,4,1,69,22,3,9023,14,9,2006,9/14/2006,17,9,2006,9/17/2006,600,3,32,,,,,,,
2,27,15,Heineman,2,2002,4,1,69,24,3,9023,12,10,2006,10/12/2006,15,10,2006,10/15/2006,600,3,32,,,,,,,
2,27,15,Heineman,2,2002,4,1,75,21,3,9023,8,11,2006,11/8/2006,11,11,2006,11/11/2006,600,3,32,,,,,,,
2,27,15,Heineman,2,2006,1,1,63,23,5,9011,17,7,2009,7/17/2009,19,7,2009,7/19/2009,600,1,16,,,,,,,
2,28,7,Bryan,1,1986,2,1,70,28,23,2801,14,11,1987,11/14/1987,21,11,1987,11/21/1987,766,2,,,,,,,,
2,28,7,Bryan,1,1986,2,1,65,32,1,8004,23,11,1987,11/23/1987,29,11,1987,11/29/1987,800,2,,,,,,,,
2,28,7,Bryan,1,1986,2,1,62,33,23,2801,28,4,1988,4/28/1988,1,5,1988,5/1/1988,599,2,,,,,,,,
2,28,8,Miller,1,1989,4,1,45,33,23,2801,7,4,1989,4/7/1989,9,4,1989,4/9/1989,600,2,,,,,,,,
2,28,8,Miller,1,1990,1,1,65,32,1,7013,12,2,1991,2/12/1991,14,2,1991,2/14/1991,600,2,,,,,,,,
2,28,8,Miller,1,1990,1,1,50,46,1,9001,25,9,1992,9/25/1992,26,9,1992,9/26/1992,800,2,,,,,,,,
2,28,8,Miller,1,1990,1,1,53,47,1,9001,4,8,1993,8/4/1993,4,8,1993,8/4/1993,427,1,,,,,,,,
2,28,8,Miller,1,1990,1,1,48,52,1,9001,10,6,1994,6/10/1994,13,6,1994,6/13/1994,801,1,,,,,,,,
2,28,8,Miller,1,1994,2,1,58,20,,2802,,11,1995,11//1995,,11,1995,11//1995,,,,,,,,,,
2,28,8,Miller,1,1994,2,1,54,45,1,9001,29,9,1996,9/29/1996,1,10,1996,10/1/1996,804,1,,,,,,,,
2,28,8,Miller,1,1994,2,1,59,37,1,9001,19,2,1998,2/19/1998,21,2,1998,2/21/1998,804,1,,,,,,,,
2,28,8,Miller,1,1994,2,1,56,41,1,9001,,,,//,,,,//,,,,,,,,,,
2,28,8,Miller,1,1994,2,1,56,41,1,9001,,,,//,,,,//,,,,,,,,,,
2,28,9,Guinn,2,1998,1,1,43,28,1,9001,22,4,1999,4/22/1999,26,4,1999,4/26/1999,631,2,,,,,,,,
2,28,9,Guinn,2,1998,1,1,53,37,1,9001,28,9,1999,9/28/1999,30,9,1999,9/30/1999,627,2,1,,,,,,,
2,28,9,Guinn,2,2002,2,1,54,34,3,9023,6,5,2005,5/6/2005,8,5,2005,5/8/2005,600,3,32,,,,,,,
2,28,9,Guinn,2,2002,2,1,57,33,3,9023,10,6,2005,6/10/2005,12,6,2005,6/12/2005,600,3,32,,,,,,,
2,28,9,Guinn,2,2002,2,1,55,35,3,9023,8,7,2005,7/8/2005,9,7,2005,7/9/2005,600,3,32,,,,,,,
2,28,9,Guinn,2,2002,2,1,57,31,3,9023,12,8,2005,8/12/2005,14,8,2005,8/14/2005,600,3,32,,,,,,,
2,28,9,Guinn,2,2002,2,1,58,32,3,9023,16,9,2005,9/16/2005,18,9,2005,9/18/2005,600,3,32,,,,,,,
2,28,9,Guinn,2,2002,2,1,61,32,3,9023,14,10,2005,10/14/2005,16,10,2005,10/16/2005,600,3,32,,,,,,,
2,28,9,Guinn,2,2002,2,1,58,34,3,9023,11,11,2005,11/11/2005,13,11,2005,11/13/2005,600,3,32,,,,,,,
2,28,9,Guinn,2,2002,2,1,60,30,3,9023,9,12,2005,12/9/2005,11,12,2005,12/11/2005,600,3,32,,,,,,,
2,28,9,Guinn,2,2002,2,1,60,34,3,9023,13,1,2006,1/13/2006,15,1,2006,1/15/2006,600,3,32,,,,,,,
2,28,9,Guinn,2,2002,2,1,58,32,3,9023,10,2,2006,2/10/2006,12,2,2006,2/12/2006,600,3,32,,,,,,,
2,28,9,Guinn,2,2002,2,1,56,34,3,9023,10,3,2006,3/10/2006,12,3,2006,3/12/2006,600,3,32,,,,,,,
2,28,9,Guinn,2,2002,2,1,62,31,3,9023,7,4,2006,4/7/2006,9,4,2006,4/9/2006,600,3,32,,,,,,,
2,28,9,Guinn,2,2002,2,1,55,36,3,9023,12,5,2006,5/12/2006,14,5,2006,5/14/2006,600,3,32,,,,,,,
2,28,9,Guinn,2,2002,2,1,58,33,3,9023,9,6,2006,6/9/2006,11,6,2006,6/11/2006,600,3,32,,,,,,,
